"","Código","Nome","Latitude","Longitude"
"","352940106A","Jardim Anchieta","-23.688","-46.465"
"","352940105A","Jardim Capuava","-23.654","-46.49"
"","352940104A","Jardim Oratório","-23.656","-46.464"
"","352940103A","Feital","-23.657","-46.425"
"","352900504A","Realengo","-22.228","-49.967"
"","352900503A","Aeroporto","-22.196","-49.929"
"","352900502A","Nova Marilia","-22.25","-49.932"
"","352900501A","Avenida Carlos Artencio","-22.23","-49.922"
"","352850204A","Apolinário","-23.37046","-46.61099"
"","352850203A","Estrada da Roseira","-23.3394","-46.6007"
"","352850202A","Vila Nova Juqueri","-23.32171","-46.58595"
"","352840303A","Recanto dos Eucaliptos","-23.524","-47.167"
"","352840302A","Dona Catarina","-23.427","-47.242"
"","352840301A","Centro","-23.55121","-47.18601"
"","352730601A","Delegacia de Policia","-23.09357","-46.97175"
"","352720702A","Novo Horizonte","-22.751897","-45.092557"
"","352720701A","Policia Militar","-22.73998","-45.127201"
"","352700901A","Jardim Lindoia","-22.534","-46.651"
"","352690205A","Jardim Lagoa Nova","-22.611","-47.412"
"","352690204A","Campos Elíseos","-22.536","-47.394"
"","352690203A","Nossa Senhora das Dores","-22.56","-47.451"
"","352690202A","Centro","-22.572","-47.408"
"","352690201A","Distrito Tatu","-22.619","-47.365"
"","352670401A","Centro","-22.1875","-47.39004"
"","352660501A","Centro","-22.571","-44.902"
"","352640701A","Centro","-23.05236","-47.83761"
"","352630802A","ETA Sabesp","-23.093178","-45.189203"
"","352620901A","Centro","-23.93","-47.07"
"","352610001A","Vila Florindo","-24.317","-47.641"
"","352590405A","Roseira","-23.143","-46.818"
"","352590404A","Fazenda Grande","-23.172","-46.965"
"","352590403A","Jardim Santa Gertrudes","-23.247","-46.855"
"","352590402A","Jardim Florestal","-23.163","-46.896"
"","352590401A","Jardim Tamoio","-23.192","-46.852"
"","352585401A","Centro","-23.08845","-47.78094"
"","352550804A","Centro","-22.931","-46.272"
"","352550803A","Sabia Uma","-22.932","-46.169"
"","352550802A","Cancam","-22.93","-46.21"
"","352550801A","Cachoeira","-22.962","-46.176"
"","352530003A","Jardim Pedro Ometto","-22.316","-48.548"
"","352530002A","Jardim Novo Horizonte","-22.26658","-48.545497"
"","352530001A","Jardim Sanzovo","-22.294","-48.579"
"","352520101A","Esplanada do Carmo","-23.10009","-46.72597"
"","352500302A","Centro","-23.528","-46.902"
"","352500301A","Parque das Iglesias","-23.55","-46.9003"
"","352490701A","Centro","-23.25436","-45.69322"
"","352470901A","Delegacia de Policia","-22.7036","-46.98556"
"","352460002A","Vila Elias","-24.699","-48.003"
"","352460001A","Pindauba","-24.758731","-48.068829"
"","352440201A","São João","-23.311","-45.985"
"","352400603A","Parque dos Cafezais","-23.185","-47.105"
"","352400602A","Santa Fé","-23.158","-47.04"
"","352400601A","Guacuri","-23.214","-47.078"
"","352390906A","Sitio N. S. de Lourdes","-23.266","-47.395"
"","352390905A","Centro","-23.269","-47.29"
"","352390903A","Fazenda Chocolate","-23.277","-47.229"
"","352390902A","Cidade Nova","-23.387","-47.34"
"","352390901A","Vila Leis","-23.28","-47.289"
"","352340401A","Bairro da Ponte","-22.98472","-46.82669"
"","352330502A","Centro","-24.29","-47.174"
"","352330501A","Ana Dias","-24.299","-47.07"
"","352310708A","Vila Bartira","-23.481","-46.37"
"","352310707A","Jardim Maragogipe","-23.451","-46.335"
"","352310706A","Residencial Scaffibi II","-23.437","-46.308"
"","352310705A","Parque Ecologico","-23.4808","-46.3467"
"","352310704A","Ribeiro","-23.4372","-46.2783"
"","352310702A","Sabesp Reservatório CR4","-23.4639","-46.3039"
"","352310701A","Jardim Luciana","-23.49821","-46.35984"
"","352265301A","Centro","-24.491","-49.226"
"","352260401A","Santa Cruz","-22.44152","-46.83129"
"","352250503A","Chacara Vitapolis","-23.53016","-46.92795"
"","352250502A","Vila Santa Rita","-23.553","-46.962"
"","352230707A","Rechan","-23.595","-48.317"
"","352230706A","Conceição","-23.704","-48.106"
"","352230705A","Bairro do Alto","-23.482","-47.957"
"","352230704A","Chapadinho","-23.63","-48.036"
"","352230703A","Rio Branco","-23.58935","-48.04417"
"","352230702A","Vila Belo Horizonte","-23.56","-48.041"
"","352230701A","Centro","-23.588","-48.043"
"","352220803A","Embu Mirim","-23.699","-46.851"
"","352220802A","Jacira","-23.746","-46.795"
"","352220801A","Potuverá","-23.721","-46.889"
"","352215801A","Centro","-24.638","-48.84"
"","352210906A","Gaivota","-24.206","-46.838"
"","352210905A","Balneário Gaivota","-24.241","-46.893"
"","352210904A","Centro","-24.186","-46.789"
"","352210902A","Nossa Senhora Sion","-24.161","-46.759"
"","352210901A","São Fernando","-24.214","-46.87"
"","352140801A","Centro","-22.57856","-47.52177"
"","352120001A","Centro","-24.585","-48.594"
"","352110101A","Centro","-22.43577","-47.71991"
"","352100201A","Centro","-23.35175","-47.68775"
"","352050901A","Fatec","-23.08602","-47.20264"
"","352042601A","Balneário Meu Recanto","-24.737","-47.532"
"","352040005A","Barra Velha","-23.822","-45.367"
"","352040004A","São Pedro","-23.884","-45.448"
"","352040003A","Armação","-23.74","-45.345"
"","352040002A","Centro","-23.78042","-45.35774"
"","352030102A","Rua Major Rebello","-24.709","-47.558"
"","352030101A","Rocio","-24.713","-47.568"
"","352020201A","Sabesp","-23.20738","-46.15531"
"","351970901A","Rio do Una","-23.6656","-47.2264"
"","351907101A","Jardim Santa Esmeralda","-22.906","-47.191"
"","351905501A","Centro","-22.63395","-47.05556"
"","351880008A","Jardim Adriana","-23.423","-46.521"
"","351880006A","Cidade Soberana","-23.4","-46.443"
"","351880005A","Vila Nova Bonsucesso","-23.406","-46.399"
"","351880003A","Cidade Aracília","-23.42","-46.369"
"","351880002A","Jardim Nova Cidade","-23.4421","-46.4009"
"","351880001A","Cumbica","-23.456","-46.458"
"","351870121A","Jardim Helena Maria","-23.994","-46.276"
"","351870120A","Jardim São Miguel","-23.982","-46.247"
"","351870119A","Cachoeira","-23.983","-46.266"
"","351870118A","Vila Santo Antonio","-24.004","-46.299"
"","351870117A","Forte dos Andradas","-24.024","-46.284"
"","351870116A","Pereque2","-23.907","-46.164"
"","351870115A","Pereque","-23.93715","-46.18666"
"","351870114A","Balneário Pernambuco","-23.97","-46.191"
"","351870113A","Santo Antonio","-23.99","-46.265"
"","351870112A","Pereque3","-23.864","-46.146"
"","351870111A","Enseada","-23.977","-46.222"
"","351870109A","Jardim das Palmas","-24.0069","-46.27559"
"","351870108A","Corpo de Bombeiros","-23.95973","-46.28419"
"","351870107A","Morrinhos","-23.968","-46.26"
"","351840403A","Jardim Esperança","-22.7867","-45.1814"
"","351840402A","Parque Santa Luzia","-22.804","-45.228"
"","351840401A","Jardim São Benedito","-22.819","-45.187"
"","351830501A","Nogueira","-23.41782","-46.03012"
"","351640804A","Jardim Luciana","-23.321","-46.762"
"","351640803A","Parque Paulista","-23.305","-46.734"
"","351640802A","Lago Azul","-23.3","-46.711"
"","351640801A","Parque Industrial","-23.33164","-46.68594"
"","351630906A","Jardim Alegria","-23.28834","-46.71155"
"","351630905A","Jardim Arpoador","-23.26192","-46.73635"
"","351630904A","Jardim Primavera","-23.286","-46.759"
"","351630903A","Parque Cento e Vinte","-23.268","-46.748"
"","351630902A","Jardim Vassouras","-23.27571","-46.72153"
"","351630901A","Jardim Virgínia","-23.29199","-46.73439"
"","351570703A","Jardim Renata","-23.53247","-46.39277"
"","351570702A","Pres. Castello Branco","-23.553","-46.388"
"","351570701A","Centro","-23.543","-46.366"
"","351550901A","Centro","-20.285","-50.247"
"","351518601A","Vila N.S. de Fatima","-22.19947","-46.73814"
"","351515201A","Vila São Pedro","-22.488","-47.213"
"","351510305A","Parque São Lucas","-23.88","-46.794"
"","351510304A","Jardim Flórida","-23.848","-46.819"
"","351510303A","Fazenda da Ilha","-23.82065","-46.78993"
"","351510302A","Vila Louro","-23.838","-46.811"
"","351500403A","Itatuba","-23.642","-46.897"
"","351500401A","Centro","-23.658","-46.857"
"","351490801A","Centro","-23.04407","-47.36676"
"","351480902A","Meninos","-24.565","-48.152"
"","351480901A","Centro","-24.523","-48.109"
"","351380108A","Centro","-23.68","-46.625"
"","351380107A","Centro2","-23.685","-46.613"
"","351380106A","Taboão","-23.66592","-46.61972"
"","351380104A","Jardim Santa Candida","-23.702","-46.622"
"","351380103A","Jardim Inamar","-23.723","-46.613"
"","351360302A","ETA 2","-23.079422","-44.946102"
"","351360301A","ETA 1","-23.083","-44.96"
"","351350407A","Vila Esperança","-23.902","-46.449"
"","351350404A","Jardim Casqueiro","-23.929","-46.413"
"","351350402A","Parque Fernando Jorge","-23.88","-46.417"
"","351350401A","Cota-200","-23.893","-46.473"
"","351340501A","Centro","-22.577","-44.958"
"","351300907A","Morro Grande","-23.65","-46.956"
"","351300906A","Santa Isabel","-23.585","-46.817"
"","351300905A","Parque Miguel Mirizola","-23.5801","-46.9176"
"","351300904A","Caucaia do Alto","-23.691","-47.027"
"","351300903A","Jardim Adelina","-23.602","-46.931"
"","351300901A","Monte Catine","-23.641","-47"
"","351280301A","Parque Ester","-22.63053","-47.19185"
"","351270401A","Centro","-22.22107","-47.62652"
"","351240701A","Centro","-22.48143","-47.45988"
"","351230801A","Delegacia","-23.01852","-48.00968"
"","351220901A","Centro","-22.3366","-47.17383"
"","351170601A","Base da GCM","-22.51455","-47.77249"
"","351160701A","Centro","-23.22516","-47.95167"
"","351150801A","Centro","-23.1588","-47.74168"
"","351060902A","Vila Gustavo Correia","-23.51665","-46.83589"
"","351060901A","Altos da Santa Lúcia","-23.56132","-46.84739"
"","351050020A","Jaraguá","-23.614","-45.432"
"","351050019A","Massaguaçu2","-23.579","-45.338"
"","351050018A","Jardim Casa Branca2","-23.616","-45.379"
"","351050017A","Getuba","-23.602","-45.37"
"","351050016A","Porto Novo2","-23.698","-45.438"
"","351050015A","Fazenda Serra Mar","-23.661","-45.518"
"","351050014A","Indaiá","-23.637","-45.426"
"","351050013A","Rio do Ouro2","-23.597","-45.43"
"","351050012A","Massaguaçu","-23.583","-45.33"
"","351050011A","Rio do Ouro","-23.612","-45.423"
"","351050010A","Martim de Sá","-23.618","-45.39"
"","351050008A","Tinga","-23.629","-45.437"
"","351050007A","Jardim Casa Branca","-23.607","-45.38"
"","351050005A","Tabatinga2","-23.569","-45.295"
"","351050004A","Tabatinga","-23.571","-45.274"
"","351050003A","Rio Claro","-23.708","-45.468"
"","351040101A","Jardim Elisa","-23.005","-47.513"
"","351030201A","Centro","-23.47379","-47.73533"
"","350995701A","Centro","-22.7025","-45.05077"
"","350990801A","Centro","-25.001","-47.933"
"","350970013A","Capivari","-22.7439","-45.5549"
"","350970009A","Monte Carlo","-22.74833","-45.58384"
"","350970006A","Alto da Boa Vista","-22.726","-45.616"
"","350970005A","Jaguaribe","-22.731","-45.577"
"","350970004A","Bela Vista","-22.739586","-45.595992"
"","350970003A","Vila Cristina","-22.759247","-45.611953"
"","350970001A","Vila Abernessia","-22.742","-45.595"
"","350960103A","Jardim São José","-23.217","-46.759"
"","350960102A","Avenida João Amato","-23.201","-46.795"
"","350960101A","Estância","-23.202","-46.717"
"","350950208A","Jd das Bandeiras","-22.95334","-47.09081"
"","350950206A","Vila Aeroporto","-22.979","-47.133"
"","350950205A","Sousas","-22.878","-46.965"
"","350950204A","Satélite Iris I","-22.935702","-47.137816"
"","350950202A","Barão Geraldo","-22.831","-47.081"
"","350925402A","Jacupiranguinha","-24.777","-48.2"
"","350925401A","Centro","-24.725","-48.114"
"","350920504A","Água Fria","-23.364","-46.872"
"","350920502A","São Benedito","-23.31435","-46.86301"
"","350920501A","Ponunduva","-23.329","-46.918"
"","350900705A","Parque das Esmeraldas","-23.405","-46.673"
"","350900704A","Jardim Marcelino","-23.34621","-46.76283"
"","350900702A","Vila Angelica","-23.395","-46.715"
"","350900701A","Jardim Vera Tereza","-23.33","-46.748"
"","350880101A","Av. Jacob Zucchi","-21.803","-49.61"
"","350860301A","Sabesp","-22.66165","-45.00388"
"","350850401A","Corpo de Bombeiros","-23.11058","-45.71035"
"","350840503A","Bananal","-23.354","-47.082"
"","350840502A","Jacaré","-23.244","-47.06"
"","350840501A","Centro","-23.307","-47.133"
"","350760505A","Água Comprida","-22.983","-46.464"
"","350760504A","Jardim Cedro","-22.923033","-46.535295"
"","350760503A","Jardim São Miguel","-22.947","-46.559"
"","350760502A","Jardim Júlio Mesquita","-22.94213","-46.53107"
"","350760501A","Jardim São José","-22.97483","-46.537577"
"","350715901A","Centro","-24.319","-49.142"
"","350710001A","Centro","-23.136","-46.466"
"","350700101A","Jardim Amelia","-23.28891","-47.67549"
"","350660701A","Jardim Jungers","-23.58773","-46.04429"
"","350635903A","Jardim Vista Linda","-23.806","-46.088"
"","350635902A","Jardim Lido","-23.847","-46.142"
"","350635901A","Praia de Guaratuba","-23.773","-45.954"
"","350600307A","Parque São Geraldo","-22.2962","-49.0723"
"","350600306A","Tibiriça","-22.236","-49.218"
"","350600305A","Vila Universitária","-22.334","-49.057"
"","350600304A","Jardim Ouro Verde","-22.357","-49.094"
"","350600303A","ETA Jd Ouro Verde","-22.38","-49.114"
"","350600301A","Vila Industrial","-22.328","-49.102"
"","350570803A","Altos","-23.499","-46.905"
"","350570802A","Parque Imperial","-23.486","-46.805"
"","350570801A","Vila São Luiz","-23.481","-46.88"
"","350540101A","Centro","-24.757","-48.505"
"","350535101A","Centro","-24.472","-49.025"
"","350490901A","Centro","-22.679","-44.317"
"","350450304A","Jardim Bom Sucesso II","-23.117","-48.909"
"","350450303A","Jurumirim","-23.111","-48.932"
"","350450302A","Centro","-23.101","-48.92"
"","350450301A","Av Prof. Celso F Da Silva","-23.077","-48.925"
"","350410706A","Jardim Maracana","-23.16773","-46.62687"
"","350410705A","Boa Vista","-23.0434","-46.48799"
"","350410704A","Itapetinga","-23.09798","-46.54701"
"","350410703A","Estrada dos Pintos","-23.21842","-46.54781"
"","350410702A","Jd. do Alvinópolis","-23.13319","-46.656569"
"","350410701A","Guaxinduva","-23.17674","-46.5393"
"","350390101A","Arujamerica","-23.3919","-46.3108"
"","350380203A","Jardim Blumenau","-22.581","-47.18"
"","350380202A","Vista Alegre","-22.552","-47.167"
"","350380201A","Jardim Carolina III","-22.567","-47.154"
"","350350501A","Policia Civil","-22.57941","-44.69773"
"","350330701A","Vila D. Rosa Zurita","-22.374879","-47.386852"
"","350320803A","Vila Independência","-21.768","-48.181"
"","350320802A","Jardim Brasil","-21.782","-48.155"
"","350320801A","Centro","-21.805","-48.178"
"","350315801A","Centro","-22.6746","-44.44577"
"","350290301A","Centro","-23.50509","-47.61925"
"","350275401A","Centro","-23.4381","-47.0637"
"","350270503A","Sitio Dois Irmãos","-24.49242","-48.84586"
"","350270502A","Pinheiros","-24.54994","-48.83706"
"","350270501A","Centro","-24.507622","-48.848371"
"","350250704A","Ponte Alta","-22.839","-45.231"
"","350250703A","Itaguacu","-22.8681","-45.2603"
"","350250702A","São Roque","-22.8333","-45.2164"
"","350250701A","São Francisco","-22.86","-45.225"
"","350200201A","Analandia01","-22.12454","-47.66357"
"","350190503A","ETA Arcadas","-22.722","-46.838"
"","350190502A","Parque A. Batone","-22.659908","-46.753684"
"","350190501A","ETE","-22.704","-46.818"
"","350160801A","Vila Isabel","-22.73563","-47.31487"
"","350060001A","Centro","-22.60101","-47.87462"
"","350050102A","Alexandre Gatolini","-22.482","-46.593"
"","350050101A","Jardim São Francisco","-22.475","-46.628"
"","330630502A","Santa Cruz","-22.4639","-44.0942"
"","330630501A","Retiro","-22.5017","-44.1159"
"","330620601A","Centro","-22.40897","-43.65986"
"","330610702A","Centro","-22.2474","-43.7001"
"","330600807A","Mirante Sul","-22.101","-43.219"
"","330600806A","SAAETRI","-22.129","-43.243"
"","330600805A","Vila Isabel2","-22.106","-43.182"
"","330600804A","Moura Brasil","-22.131","-43.149"
"","330600803A","Vila Isabel","-22.107","-43.192"
"","330600802A","Purys","-22.098","-43.209"
"","330600801A","Centro","-22.113","-43.204"
"","330590104A","Sede Defesa Civil","-22.064","-42.068"
"","330590102A","Avenida Amaral Teixeira","-22.079","-42.07"
"","330580227A","Volta do Pião","-22.40342","-42.96826"
"","330580225A","Serra do Capim","-22.182","-42.851"
"","330580220A","Vargem Grande","-22.374","-42.872"
"","330580219A","Bonsucesso","-22.275","-42.796"
"","330580218A","Est. Teresópolis/Nova Friburgo 2","-22.275","-42.732"
"","330580217A","Tres Corregos","-22.353","-42.944"
"","330580216A","Vieira2","-22.282","-42.723"
"","330580214A","Parque do Imbui","-22.39","-42.998"
"","330580213A","Morro dos Pinheiros","-22.417","-42.966"
"","330580212A","Fazenda Alpina","-22.338","-42.98"
"","330580209A","Vieira","-22.262","-42.737"
"","330580208A","Panorama","-22.418","-42.981"
"","330580207A","Est.RioBahia","-22.273","-42.958"
"","330580205A","Fonte Santa","-22.4","-42.955"
"","330580204A","São Pedro","-22.428","-42.962"
"","330580203A","Meudon","-22.436","-42.943"
"","330575202A","CEDAE","-22.725","-42.727"
"","330575201A","Centro","-22.736","-42.733"
"","330570307A","Centro","-22.048","-42.673"
"","330560402A","Aldeia Velha","-22.4599","-42.3059"
"","330560401A","Caju","-22.646","-42.399"
"","330555404A","Coletivo Santa Alice","-22.709","-43.654"
"","330555403A","Centro","-22.748","-43.7"
"","330555402A","Santa Sofia","-22.721","-43.731"
"","330555401A","Dom Bosco","-22.806","-43.637"
"","330550504A","Verde Vale","-22.900889","-42.47537"
"","330550501A","Ipitangas","-22.8777","-42.3924"
"","330540604A","Secretaria de Transportes","-22.03832","-42.98933"
"","330540603A","Centro","-21.996","-42.913"
"","330540602A","Est.Santa Rita","-22.03232","-42.79464"
"","330540601A","BR116-km14","-21.9701","-42.74476"
"","330530702A","Centro","-21.955","-42.134"
"","330515803A","Estrada do Dirindi","-22.172","-42.907"
"","330515802A","Águas Claras","-22.166","-42.947"
"","330515801A","Centro","-22.1989","-43.0181"
"","330510908A","Agostinho Porto","-22.784","-43.3787"
"","330510907A","Edem","-22.791","-43.4"
"","330510906A","Coelho da Rocha","-22.7734","-43.391"
"","330510905A","Defesa Civil","-22.784","-43.363"
"","330510902A","Jardim Metrópole","-22.763","-43.33"
"","330510901A","Vila Tiradentes","-22.798","-43.383"
"","330490412A","Arsenal","-22.862","-43.005"
"","330490408A","Vista Alegre","-22.808","-42.964"
"","330490407A","Fazenda dos Mineiros","-22.788008","-43.027212"
"","330490406A","Mutuaguaçu","-22.807","-43.041"
"","330490405A","Estrada de Guaxindiba","-22.784","-42.975"
"","330490403A","Vila Três","-22.818","-42.996"
"","330490402A","Pita","-22.848","-43.07"
"","330480501A","SAO FIDELIS","-21.646941","-41.745866"
"","330475502A","Barra de Itabapoana","-21.300667","-40.967417"
"","330470602A","Dezessete","-21.531678","-42.196563"
"","330470601A","Centro","-21.54493","-42.18059"
"","330460704A","Morro das Torres","-21.968","-42.017"
"","330460703A","Arranchadouro","-21.968","-42.003"
"","330455734A","Ilha de Paquetá","-22.7613","-43.1084"
"","330455733A","Pilares","-22.875","-43.299"
"","330455732A","Higienópolis","-22.869","-43.265"
"","330455731A","Usina","-22.948","-43.258"
"","330455730A","Tijuca","-22.943","-43.241"
"","330455729A","Alto da Boa Vista","-22.9666","-43.2965"
"","330455728A","Vicente de Carvalho","-22.86086","-43.30756"
"","330455726A","Defesa Civil Santa Cruz","-22.894","-43.676"
"","330455725A","Vigário Geral","-22.8131","-43.3101"
"","330455724A","Pavuna","-22.8076","-43.3584"
"","330455722A","Catete","-22.923","-43.176"
"","330455721A","São Conrado","-22.995","-43.269"
"","330455720A","CIEP Dr. João Ramos de Souza","-22.796","-43.203"
"","330455719A","Jacarepaguá","-22.9922","-43.367"
"","330455718A","Vargem Pequena","-22.989","-43.433"
"","330455716A","CIEP Samuel Wainer","-22.921","-43.227"
"","330455715A","Andaraí","-22.93","-43.25"
"","330455714A","Salgueiro","-22.929","-43.228"
"","330455713A","Padre Miguel","-22.8689","-43.4507"
"","330455712A","Realengo Batan","-22.864","-43.425"
"","330455711A","Santa Cruz","-22.8897","-43.7175"
"","330455710A","Jardim Maravilha","-22.9592","-43.6082"
"","330455709A","Est. Pedra Bonita","-22.977861","-43.277444"
"","330455706A","Penha","-22.839","-43.279"
"","330455705A","Tanque Jacarepagua","-22.918","-43.361"
"","330455704A","Praça Seca","-22.896","-43.352"
"","330455703A","Abolição","-22.885906","-43.297753"
"","330455701A","Glória","-22.915","-43.176"
"","330440904A","Lídice","-22.83523","-44.19387"
"","330440901A","Centro","-22.7224","-44.1424"
"","330430005A","Praça Cruzeiro","-22.71081","-42.64796"
"","330430001A","Centro","-22.70755","-42.62471"
"","330420105A","Visconde de Mauá","-22.3308","-44.536"
"","330420102A","Cidade Alegria","-22.4812","-44.4926"
"","330414406A","Fazendinha","-22.75","-43.626"
"","330414405A","Parque Palmeiras","-22.6915","-43.5801"
"","330414404A","Santa Catarina","-22.724","-43.556"
"","330414403A","Jardim da Fonte","-22.712","-43.583"
"","330414401A","Estrada Rio do Ouro","-22.698","-43.556"
"","330411001A","Centro","-22.417791","-44.303464"
"","330410201A","Centro","-20.9678","-42.04257"
"","330400302A","Morro da Cruz","-22.63015","-43.89248"
"","330400301A","Arrozal","-22.59642","-44.03474"
"","330395501A","Centro","-22.5187","-44.00191"
"","330390628A","Vila Rica","-22.349","-43.132"
"","330390627A","Mosela","-22.481","-43.219"
"","330390626A","Vale do Cuiabá2","-22.336","-43.047"
"","330390624A","Estrada da Cachoeira","-22.353","-43.095"
"","330390623A","Pedro do Rio","-22.335","-43.134"
"","330390622A","Itaipava2","-22.369","-43.112"
"","330390620A","Morin","-22.527","-43.161"
"","330390619A","Nogueira","-22.418","-43.122"
"","330390618A","Rua Amazonas/Quitandinha","-22.529","-43.223"
"","330390617A","Rua Araruama/Quitandinha","-22.52","-43.22"
"","330390615A","Vale do Cuiabá","-22.402","-43.047"
"","330390614A","CIEP Brizolão137","-22.454","-43.143"
"","330390613A","CIEP Brizolão 281","-22.258","-43.076"
"","330390612A","Independência2","-22.548","-43.209"
"","330390611A","Itaipava","-22.388","-43.132"
"","330390609A","Vila Constância","-22.401","-43.097"
"","330390606A","Estrada do Cantagalo","-22.374","-43.046"
"","330390605A","Araras","-22.427","-43.249"
"","330390602A","Alto da Serra","-22.53","-43.171"
"","330385604A","Avelar","-22.320663","-43.403512"
"","330385603A","Lot. Novo Arcozelo","-22.406697","-43.42266"
"","330380704A","Laranjeiras","-23.333","-44.678"
"","330380702A","Mangueira","-23.224037","-44.7298853"
"","330380701A","BR101 - km588","-23.318033","-44.72261"
"","330370803A","Limoeiro","-22.154","-43.288"
"","330370802A","Werneck","-22.216","-43.316"
"","330370801A","Jatobá","-22.172","-43.296"
"","330360901A","Centro","-22.5985","-43.7142"
"","330350010A","Cobrex","-22.7232","-43.4682"
"","330350009A","Adrianópolis","-22.661","-43.493"
"","330350008A","Austin","-22.718","-43.523"
"","330350007A","Jardim Ocidental","-22.709","-43.455"
"","330350006A","Palhada","-22.765","-43.523"
"","330350004A","Jardim Guandu","-22.828","-43.608"
"","330350003A","Miguel Couto","-22.702","-43.431"
"","330350002A","Caioaba","-22.734","-43.437"
"","330350001A","Riachão","-22.748","-43.499"
"","330340124A","Nova Suiça","-22.279","-42.498"
"","330340123A","Perissê","-22.293","-42.533"
"","330340122A","Caledônia2","-22.359","-42.56"
"","330340121A","Caledônia","-22.335","-42.564"
"","330340120A","Jardim Califórnia","-22.239","-42.536"
"","330340119A","São Pedro da Serra","-22.318","-42.331"
"","330340118A","Granja Spinelli","-22.279","-42.56"
"","330340117A","Conquista","-22.23988","-42.647927"
"","330340116A","Maria Teresa","-22.212815","-42.51351"
"","330340115A","Centro - NF","-22.287397","-42.531545"
"","330340114A","Varginha","-22.294","-42.505"
"","330340113A","RJ116-km69","-22.361","-42.529"
"","330340111A","Rio Grandina","-22.197","-42.511"
"","330340110A","Cardinot","-22.297","-42.588"
"","330340109A","Ponte da Saudade","-22.31","-42.524"
"","330340108A","Lumiar","-22.348","-42.327"
"","330340107A","Amparo","-22.258","-42.459"
"","330340106A","Vila Nova","-22.269","-42.534"
"","330340105A","Olaria","-22.308","-42.542"
"","330340104A","São Geraldo","-22.239","-42.547"
"","330340103A","Mury","-22.34","-42.513"
"","330340102A","Vale dos Pinheiros","-22.29","-42.548"
"","330330216A","Fonseca","-22.883","-43.083"
"","330330215A","Piratininga2","-22.951","-43.092"
"","330330214A","Piratininga 1","-22.929","-43.064"
"","330330213A","Charitas","-22.934","-43.098"
"","330330212A","Piratininga","-22.942","-43.057"
"","330330211A","Jurujuba","-22.932","-43.116"
"","330330210A","Várzea das Moças","-22.908","-42.985"
"","330330209A","Badu","-22.906","-43.053"
"","330330208A","Itaipu","-22.954","-43.028"
"","330330207A","Maria Paula","-22.881","-43.03"
"","330330206A","Santa Barbara","-22.877","-43.049"
"","330330205A","Barreto","-22.862","-43.099"
"","330330204A","Morro do Castro","-22.869","-43.07"
"","330330203A","Largo da Batalha","-22.907","-43.067"
"","330330202A","Praia João Caetano","-22.905","-43.121"
"","330330201A","Visconde de Itaboraí","-22.882","-43.123"
"","330320303A","Prefeitura Municipal","-22.8078","-43.4195"
"","330320302A","Paiol","-22.8109","-43.3962"
"","330310401A","Centro","-21.043209","-41.978194"
"","330300501A","Centro","-21.412338","-42.196813"
"","330285803A","Chatuba","-22.8016","-43.4355"
"","330285802A","Jacutinga","-22.7694","-43.4143"
"","330285801A","Centro","-22.783","-43.427"
"","330280901A","Centro","-22.52687","-43.73212"
"","330270008A","Espraiado","-22.889","-42.71"
"","330270007A","Inoá","-22.898","-42.94"
"","330270006A","Itaipuaçu2","-22.966","-43.01"
"","330270005A","Itaipuaçu","-22.971","-42.927"
"","330270004A","Guaratiba","-22.957","-42.793"
"","330270003A","Ponta Negra","-22.951","-42.697"
"","330270002A","Itaipuaçu3","-22.9642522","-42.9691037"
"","330270001A","Itapeba","-22.906","-42.815"
"","330260102A","Muriqui","-22.919","-43.949"
"","330260101A","Praia do Saco","-22.945","-44.038"
"","330250211A","Rio dos Cavaleiros","-22.598","-43.118"
"","330250209A","Centro","-22.656","-43.037"
"","330250208A","Santo Aleixo","-22.562","-43.052"
"","330250207A","Surui","-22.664","-43.12"
"","330250206A","Vila Nova","-22.667","-43.134"
"","330250205A","Maua","-22.709","-43.166"
"","330250204A","Jardim Nazareno","-22.602","-43.19"
"","330250203A","Fragoso","-22.594","-43.183"
"","330250202A","Vila Inhomitim","-22.576","-43.188"
"","330250201A","Pau Grande","-22.586","-43.166"
"","330245201A","Bairro Reta","-21.989","-42.259"
"","330240302A","Vale Encantado","-22.385283","-41.81688"
"","330240301A","Glicério","-22.23599","-42.05539"
"","330230401A","Centro","-21.206772","-42.122422"
"","330227005A","E.M Teofilo Cunha","-22.6532","-43.5963"
"","330227004A","Parque Gandu","-22.69126","-43.632"
"","330227002A","Centro","-22.675","-43.605"
"","330227001A","Estrada Ary Schivo","-22.64","-43.65"
"","330225403A","Maromba","-22.3385","-44.6141"
"","330225401A","Centro","-22.4913","-44.5636"
"","330220502A","Distrito de Raposo","-21.1002","-42.1118"
"","330220501A","Aeroporto","-21.216427","-41.876416"
"","330210601A","Centro","-21.670202","-42.079447"
"","330205601A","São Caetano","-21.430917","-41.690444"
"","330200704A","Ilha da Madeira","-22.9213","-43.8504"
"","330200703A","Santa Candida","-22.848","-43.82"
"","330200702A","Engenho","-22.8654","-43.7537"
"","330190008A","São José","-22.837","-42.882"
"","330190007A","Apolo II","-22.776","-42.938"
"","330190006A","Nova Cidade","-22.755","-42.847"
"","330190005A","Visconde de Itaboraí","-22.712","-42.899"
"","330190003A","Venda das Pedras","-22.732","-42.83"
"","330190002A","Vale do Sol","-22.761","-42.904"
